sheet_name,table_name,date,value,frequency,time_period_description,average_sales_2022,note_ref,dataset_code
Table 5,Percentage change latest 3 months on same 3 months a year ago,1997 Dec,7.7,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1997 Dec,3.6,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jan,5.1,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jan,3.4,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jan,7.0,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jan,8.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jan,3.6,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Feb,5.4,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Feb,3.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Feb,8.0,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Feb,8.6,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Feb,3.5,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Mar,4.7,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Mar,2.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Mar,5.4,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Mar,9.0,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Mar,4.0,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Apr,4.4,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Apr,3.0,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Apr,3.1,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Apr,9.2,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Apr,3.6,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 May,4.7,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 May,3.4,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 May,4.1,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 May,8.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 May,4.5,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jun,4.3,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jun,4.5,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jun,2.9,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jun,5.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jun,4.1,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jul,3.7,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jul,3.8,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jul,2.2,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jul,3.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Jul,4.6,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Aug,3.2,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Aug,2.8,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Aug,1.5,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Aug,4.4,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Aug,3.9,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Sep,3.4,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Sep,1.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Sep,2.6,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Sep,6.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Sep,4.5,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Oct,3.0,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Oct,2.2,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Oct,1.9,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Oct,4.2,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Oct,3.9,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Nov,2.4,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Nov,2.8,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Nov,0.6,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Nov,2.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Nov,3.0,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Dec,1.7,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Dec,3.0,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Dec,-1.8,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Dec,1.8,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1998 Dec,2.1,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jan,2.1,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jan,2.8,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jan,-0.4,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jan,3.1,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jan,1.7,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Feb,2.0,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Feb,2.5,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Feb,-1.1,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Feb,3.7,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Feb,1.6,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Mar,2.9,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Mar,3.8,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Mar,2.0,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Mar,3.1,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Mar,1.6,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Apr,2.2,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Apr,2.4,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Apr,1.6,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Apr,2.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Apr,2.0,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 May,2.3,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 May,2.2,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 May,1.4,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 May,2.8,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 May,2.7,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jun,2.0,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jun,0.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jun,2.4,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jun,3.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jun,3.2,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jul,2.7,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jul,1.9,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jul,4.0,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jul,3.9,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Jul,2.4,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Aug,2.7,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Aug,1.0,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Aug,5.0,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Aug,4.8,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Aug,2.2,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Sep,2.5,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Sep,1.1,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Sep,2.9,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Sep,5.1,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Sep,2.2,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Oct,2.6,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Oct,0.4,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Oct,1.9,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Oct,6.8,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Oct,3.2,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Nov,2.8,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Nov,1.2,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Nov,1.2,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Nov,7.1,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Nov,2.9,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Dec,3.3,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Dec,2.8,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Dec,3.4,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Dec,5.8,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,1999 Dec,1.8,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jan,3.6,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jan,3.5,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jan,4.4,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jan,4.5,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jan,2.5,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Feb,3.5,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Feb,3.4,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Feb,6.2,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Feb,2.4,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Feb,3.0,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Mar,2.6,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Mar,0.5,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Mar,6.5,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Mar,2.6,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Mar,4.4,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Apr,2.8,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Apr,1.8,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Apr,5.9,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Apr,2.5,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Apr,2.9,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 May,2.5,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 May,1.3,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 May,6.0,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 May,2.8,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 May,2.3,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jun,2.8,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jun,2.6,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jun,5.7,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jun,1.6,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jun,2.1,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jul,2.0,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jul,1.0,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jul,5.9,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jul,0.9,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Jul,1.9,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Aug,2.2,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Aug,2.5,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Aug,5.6,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Aug,-0.5,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Aug,1.9,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Sep,2.7,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Sep,3.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Sep,7.7,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Sep,-0.6,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Sep,0.7,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Oct,3.3,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Oct,4.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Oct,10.3,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Oct,0.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Oct,-1.3,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Nov,3.4,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Nov,4.1,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Nov,11.7,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Nov,2.8,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Nov,-2.9,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Dec,4.8,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Dec,3.5,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Dec,11.7,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Dec,5.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2000 Dec,1.4,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jan,4.2,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jan,2.4,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jan,10.2,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jan,4.8,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jan,2.5,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Feb,4.4,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Feb,2.6,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Feb,9.1,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Feb,4.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Feb,4.3,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Mar,3.2,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Mar,3.3,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Mar,5.8,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Mar,3.0,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Mar,1.3,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Apr,4.1,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Apr,4.2,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Apr,4.7,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Apr,4.2,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Apr,3.3,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 May,5.2,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 May,5.6,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 May,4.8,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 May,5.0,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 May,5.1,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jun,6.2,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jun,6.0,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jun,6.0,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jun,5.8,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jun,6.9,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jul,6.6,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jul,6.9,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jul,6.6,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jul,5.7,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Jul,7.1,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Aug,5.9,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Aug,5.9,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Aug,6.1,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Aug,5.3,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Aug,6.1,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Sep,5.9,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Sep,5.5,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Sep,7.0,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Sep,5.9,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Sep,6.0,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Oct,5.8,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Oct,5.3,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Oct,4.7,monthly,Clothing and footwear,,,HN5U
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Oct,6.7,monthly,Household goods,,Note 3,HN5V
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Oct,6.7,monthly,Other non-food,,Note 3,HN5W
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Nov,6.1,monthly,Total excluding fuel,,,J45J
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Nov,5.7,monthly,"Food, drink and tobacco",,Note 3,HN5T
Table 5,Percentage change latest 3 months on same 3 months a year ago,2001 Nov,5.0,monthly,Clothing and footwear,,,HN5U
